Prison_ID,Prison_Type,Security_Level,Capacity,Number_of_Blocks,Current_Occupancy,Admissions_Last_7_Days,Admissions_Last_30_Days,Pending_Admissions,Releases_Last_7_Days,Releases_Last_30_Days,Upcoming_Releases_30_Days,Upcoming_Releases_60_Days,Upcoming_Releases_90_Days,Transfers_In_Last_30_Days,Transfers_Out_Last_30_Days,Pending_Transfers_In,Pending_Transfers_Out,Average_Remaining_Sentence,Median_Remaining_Sentence,Occupancy_7_Days_Ago,Occupancy_30_Days_Ago,Occupancy_60_Days_Ago,Occupancy_90_Days_Ago,Occupancy_30_Days,Occupancy_60_Days,Occupancy_90_Days
PR014977,Minimum Security,Low,626,5,507,83,382,8,81,399,342,703,1045,7,3,3,0,1.8,1.1,513,512,533,544,581,610,693
PR014978,Remand,Medium,651,4,303,140,596,16,130,498,543,1106,1642,4,7,4,3,0.5,0.4,279,212,117,3,368,425,546
PR014979,Women's,Medium,100,1,68,10,43,4,7,30,25,46,68,0,3,1,1,3.0,1.8,68,54,32,28,88,117,137
PR014980,Remand,Medium,691,3,424,134,580,3,99,449,475,945,1420,3,5,4,1,3.5,2.9,396,290,167,13,508,593,727
PR014981,Maximum Security,High,1142,9,956,107,394,16,74,330,291,620,866,8,9,0,3,56.9,42.1,938,882,845,816,1074,1148,1277
PR014982,Juvenile,Low,276,2,220,67,321,2,79,363,341,684,1058,0,2,4,3,9.0,5.9,225,266,301,358,209,184,152
PR014983,Women's,Medium,185,1,151,42,145,1,24,107,124,250,366,2,0,1,4,3.6,2.7,143,106,59,18,181,215,251
PR014984,Remand,Medium,906,5,715,199,794,12,126,613,629,1251,1902,2,3,3,0,3.4,2.7,672,531,351,192,916,1120,1237
PR014985,Women's,Low,421,3,370,94,349,6,63,336,345,646,922,3,6,4,1,11.9,7.9,367,355,350,335,356,411,497
PR014986,Women's,Low,447,3,302,53,268,3,68,274,284,584,870,3,1,4,2,19.1,16.0,307,313,286,292,285,251,213
PR014987,Women's,Medium,536,5,318,60,249,8,59,253,249,504,769,3,3,3,1,5.5,4.4,321,328,301,327,301,287,315
PR014988,Minimum Security,Low,295,2,271,42,205,11,42,205,203,417,636,1,0,3,1,7.6,6.3,270,267,300,285,266,251,209
PR014989,Remand,Medium,459,3,403,151,576,5,171,700,861,1710,2495,5,2,1,2,8.2,4.5,430,518,596,596,131,0,0
PR014990,Women's,Low,218,1,147,22,107,0,24,93,104,216,322,0,1,4,0,10.5,5.8,143,132,128,122,137,141,134
PR014991,Women's,Low,169,2,154,16,81,3,30,101,99,183,269,0,0,0,5,7.7,4.4,160,176,219,197,156,178,171
PR014992,Maximum Security,High,481,5,360,28,110,5,16,90,103,211,326,4,4,3,1,49.3,29.2,359,344,326,295,385,371,372
PR014993,Minimum Security,Low,882,7,707,115,460,20,120,568,516,1057,1567,4,7,1,0,6.6,5.5,730,819,915,1054,688,668,604
PR014994,Minimum Security,Low,999,9,659,95,409,6,87,378,350,709,1047,3,3,2,1,10.1,8.8,649,635,614,569,718,734,804
PR014995,Women's,Low,278,2,195,18,89,2,20,68,63,147,227,0,2,1,2,4.3,3.0,195,178,131,124,217,214,192
PR014996,Women's,Low,139,1,124,16,74,2,19,69,52,114,160,3,0,0,6,7.6,6.5,122,109,123,79,150,194,194
PR014997,Remand,Medium,498,2,286,58,250,10,99,333,288,600,930,5,3,2,2,2.1,1.6,302,365,442,499,251,205,110
PR014998,Maximum Security,High,1063,8,1014,50,232,5,79,345,409,793,1193,4,3,5,1,12.4,6.9,1036,1128,1231,1345,868,732,565
PR014999,Minimum Security,Low,931,6,802,113,499,13,148,577,507,1021,1563,1,4,3,5,16.9,14.1,822,871,957,1054,765,761,691
PR015000,Women's,Medium,141,1,92,22,74,1,19,78,89,188,265,1,0,1,3,5.7,5.0,90,89,101,100,101,55,74
PR015001,Minimum Security,Low,514,3,477,83,405,9,77,338,361,726,1106,4,2,0,2,8.5,5.3,465,409,333,275,527,582,621
PR015002,Maximum Security,High,413,4,341,17,51,7,14,58,36,105,157,7,4,3,3,18.3,12.4,344,346,372,336,360,333,354
PR015003,Minimum Security,Low,709,6,510,43,227,7,73,327,278,557,839,1,4,3,1,28.3,24.2,526,617,708,830,459,440,363
PR015004,Women's,Medium,547,3,488,49,209,7,58,289,302,619,908,6,0,0,1,4.6,2.6,506,556,639,711,422,318,293
PR015005,Remand,Low,521,3,386,229,943,5,192,782,803,1609,2410,4,4,1,0,4.5,2.8,347,226,83,0,525,658,729
PR015006,Minimum Security,Low,319,3,287,24,125,4,48,181,183,364,573,1,2,4,2,3.2,2.6,300,344,400,414,240,213,166
PR015007,Minimum Security,Low,236,3,210,34,168,1,42,155,204,386,572,2,3,0,3,4.6,3.8,205,196,199,158,201,189,155
PR015008,Women's,Medium,313,1,271,40,192,3,49,277,232,478,715,1,2,2,1,26.3,16.6,289,363,406,406,230,164,73
PR015009,Remand,High,476,4,444,245,1022,2,270,1156,1151,2201,3314,2,2,1,2,0.7,0.4,473,568,618,618,290,289,209
PR015010,Remand,High,1035,7,898,443,1953,17,493,2059,2141,4294,6481,10,7,2,2,11.1,7.4,920,1008,1121,1200,676,435,192
PR015011,Minimum Security,Medium,647,5,487,88,401,8,93,408,370,770,1167,5,9,8,1,8.2,4.7,492,494,487,528,549,618,626
PR015012,Minimum Security,Low,798,4,720,75,342,10,82,352,293,588,907,8,7,2,2,20.6,16.8,723,731,789,700,798,855,873
PR015013,Women's,Medium,210,1,101,15,52,2,28,88,72,152,249,2,1,2,3,30.5,24.2,109,139,166,214,97,49,0
PR015014,Women's,Low,214,1,190,21,82,3,21,83,69,155,233,1,2,4,3,19.3,16.0,190,196,216,207,190,192,235
PR015015,Remand,Medium,817,5,465,114,486,7,130,550,458,908,1392,6,5,3,3,8.0,4.8,476,525,600,658,490,532,494
PR015016,Women's,Low,660,2,567,99,431,12,74,328,361,730,1121,7,12,3,3,5.1,3.5,551,468,367,248,653,738,777
PR015017,Minimum Security,Medium,211,1,179,21,93,3,33,103,83,166,255,2,1,2,4,13.3,9.0,175,184,209,200,185,190,205
PR015018,Women's,Medium,580,4,497,90,398,3,78,348,391,753,1106,3,2,1,0,25.7,22.9,487,442,394,352,494,565,613
PR015019,Maximum Security,High,385,1,336,16,71,9,12,67,62,115,170,1,3,1,0,51.2,31.0,332,320,331,320,336,382,410
PR015020,Minimum Security,Low,995,8,853,52,232,9,65,287,199,457,661,8,8,1,2,25.3,21.5,865,911,960,1019,897,878,933
PR015021,Women's,High,131,3,111,23,78,1,18,59,63,119,164,0,0,1,1,15.8,12.2,107,91,68,72,140,137,183
PR015022,Women's,Low,547,4,459,69,364,15,65,268,327,694,1036,1,0,3,5,8.6,7.6,437,364,259,200,507,478,472
PR015023,Women's,Low,530,4,442,90,419,6,49,254,252,494,748,6,7,3,2,8.3,6.8,402,290,108,0,619,742,742
PR015024,Juvenile,Medium,217,1,148,13,99,5,38,131,140,274,389,1,5,3,2,6.1,4.8,159,190,221,255,105,30,25
PR015025,Women's,Low,566,4,438,41,172,3,39,147,190,367,541,6,6,1,2,9.3,7.6,429,415,380,350,416,380,378
PR015026,Juvenile,Medium,189,1,165,38,167,2,37,213,197,408,599,2,1,1,5,11.0,8.0,174,206,245,245,135,101,107
PR015027,Minimum Security,Low,540,2,445,56,252,4,47,234,204,386,572,2,1,1,0,13.7,9.9,441,432,405,368,508,597,629
PR015028,Remand,High,1014,5,805,248,1086,9,313,1348,1410,2759,4047,8,5,4,6,0.6,0.4,868,1056,1301,1318,516,298,155
PR015029,Juvenile,Low,57,1,47,15,71,0,18,77,69,135,215,2,2,3,3,3.9,3.1,42,67,37,58,63,46,60
PR015030,Remand,Medium,328,2,289,166,614,2,114,492,562,1102,1653,3,1,2,2,4.5,3.1,262,175,37,0,316,352,363
PR015031,Women's,Medium,653,4,492,97,411,3,104,428,431,867,1299,4,5,2,2,20.8,13.2,495,504,534,506,495,486,504
PR015032,Remand,High,922,5,826,280,1168,15,297,1194,1345,2640,3986,4,7,2,2,4.4,2.9,830,879,880,937,688,601,434
PR015033,Minimum Security,Low,695,5,612,100,485,13,108,457,491,959,1431,4,5,3,4,17.6,10.1,609,588,566,539,633,662,682
PR015034,Minimum Security,Low,229,1,218,20,100,2,25,127,85,203,328,1,1,1,2,4.0,2.7,224,236,277,269,257,243,254
PR015035,Women's,Medium,573,4,442,49,204,6,46,211,207,395,601,9,9,2,0,2.3,2.1,437,445,444,483,440,466,469
PR015036,Maximum Security,High,865,6,510,38,155,15,31,145,146,317,465,2,3,2,2,22.4,17.0,508,506,473,504,520,492,499
PR015037,Women's,Medium,599,2,505,67,292,6,65,251,263,537,808,4,5,5,3,6.1,4.7,497,467,432,393,557,550,577
PR015038,Maximum Security,High,442,2,340,31,120,4,30,137,159,328,478,1,2,2,3,70.1,61.1,351,363,375,368,317,295,311
PR015039,Minimum Security,Low,909,7,681,187,683,10,174,700,667,1357,2102,8,6,1,1,20.9,14.0,679,686,696,732,713,737,683
PR015040,Women's,High,172,2,94,29,88,2,20,93,83,167,254,1,1,0,1,15.4,9.4,95,94,98,102,118,117,154
PR015041,Remand,Medium,886,5,782,418,1737,22,311,1399,1484,3019,4551,4,9,4,1,3.3,1.8,700,438,113,0,1101,1240,1240
PR015042,Women's,Medium,744,4,477,66,269,15,50,263,220,461,679,4,0,3,3,9.4,6.5,474,477,429,438,544,602,679
PR015043,Maximum Security,Medium,1152,7,903,55,182,13,38,182,177,338,513,6,7,1,0,61.0,35.4,903,904,891,892,921,938,989
PR015044,Remand,Medium,998,8,950,416,1768,17,293,1243,1144,2267,3480,13,10,0,1,2.0,1.1,831,427,0,0,1397,1397,1397
PR015045,Remand,Low,667,5,357,92,411,12,125,496,464,955,1447,3,5,1,3,3.2,1.8,376,443,507,659,289,198,131
PR015046,Women's,Medium,249,1,228,63,267,1,71,272,286,570,849,4,0,3,4,5.1,2.9,228,220,225,238,182,170,122
PR015047,Maximum Security,High,879,6,683,42,205,10,71,285,290,568,861,5,5,2,1,39.6,23.5,700,761,842,901,648,599,560
PR015048,Minimum Security,Low,652,6,466,62,265,6,74,288,305,614,933,7,2,3,4,12.8,8.9,474,470,506,502,430,367,314
PR015049,Juvenile,Medium,104,1,89,22,105,3,27,108,89,181,262,0,1,0,0,8.3,5.7,89,109,96,86,98,82,112
PR015050,Women's,Medium,631,3,547,77,339,8,63,298,351,683,995,4,3,1,2,9.1,5.1,539,498,474,447,541,576,623
PR015051,Women's,Low,616,5,529,132,640,3,147,655,697,1389,2082,2,2,2,0,21.6,19.2,531,549,563,577,435,355,245
PR015052,Women's,High,439,3,400,51,204,8,59,237,253,521,776,0,2,2,3,23.7,16.4,403,424,468,521,352,258,227
PR015053,Remand,Medium,957,6,584,148,628,15,104,419,419,837,1244,8,13,5,3,2.8,1.5,530,386,178,0,805,1052,1288
PR015054,Remand,High,760,6,486,292,1075,15,188,789,797,1628,2410,7,12,3,1,0.9,0.7,416,205,0,0,752,966,1064
PR015055,Women's,Low,438,3,403,77,376,8,51,238,214,435,636,3,5,1,1,9.8,6.9,369,255,136,30,546,613,613
PR015056,Women's,Medium,729,5,519,95,450,14,110,412,406,807,1182,3,3,2,1,12.0,7.9,511,476,449,374,549,608,668
PR015057,Women's,Low,541,4,462,88,352,2,78,338,401,810,1211,3,2,0,1,5.9,4.5,460,450,443,401,402,322,273
PR015058,Women's,Medium,281,1,193,18,115,3,30,103,97,183,281,1,1,2,2,2.6,2.2,191,165,167,151,200,226,243
PR015059,Women's,Low,139,1,134,21,76,1,17,64,75,134,201,0,0,1,4,13.1,11.1,132,113,120,78,117,154,164
PR015060,Maximum Security,High,586,4,562,40,142,10,61,214,197,397,604,12,3,2,0,35.6,25.0,576,619,694,746,541,473,468
PR015061,Minimum Security,Medium,584,5,448,54,198,5,53,247,231,485,690,2,5,0,0,4.7,2.8,456,501,555,598,392,353,339
PR015062,Women's,High,194,1,162,30,136,2,31,172,138,258,408,2,2,1,1,4.5,3.0,175,182,227,252,179,192,205
PR015063,Remand,High,1017,8,637,291,1251,14,231,943,739,1455,2196,5,7,1,1,4.9,2.7,564,332,25,0,1197,1423,1423
PR015064,Minimum Security,Low,700,5,630,123,433,17,82,386,346,650,959,2,8,4,1,12.8,9.7,621,586,542,484,697,785,896
PR015065,Remand,Medium,1012,6,674,242,1024,10,221,905,793,1636,2497,8,9,0,1,0.5,0.3,646,555,467,313,875,1060,1180
PR015066,Remand,Low,1052,6,920,214,893,9,145,660,630,1252,1893,8,12,2,2,3.5,2.1,864,687,461,255,1201,1472,1472
PR015067,Women's,Medium,370,3,255,39,181,5,52,214,154,320,529,3,4,1,2,5.5,4.3,259,293,323,330,284,309,287
PR015068,Women's,Low,567,4,323,48,170,4,47,185,230,476,708,1,6,2,2,23.2,16.5,326,327,378,408,261,161,114
PR015069,Maximum Security,Medium,627,3,594,26,142,8,46,176,169,339,484,6,4,1,2,53.2,34.0,603,610,653,724,566,540,523
PR015070,Remand,Medium,422,3,340,151,692,4,179,730,698,1428,2139,10,2,0,2,3.6,2.2,348,386,386,459,305,298,287
PR015071,Maximum Security,High,897,7,769,62,254,17,64,243,243,501,740,4,10,5,1,37.8,26.4,774,758,732,728,755,729,737
PR015072,Women's,Medium,407,3,260,30,118,8,26,111,141,282,406,5,0,2,2,29.4,23.3,254,244,248,167,251,246,276
PR015073,Minimum Security,Medium,867,4,659,99,428,5,86,367,334,673,1077,1,13,1,3,6.9,5.4,646,610,566,509,742,815,869
PR015074,Remand,Medium,932,7,687,356,1519,16,447,2017,2230,4588,6901,11,9,4,0,0.5,0.4,799,1174,1211,1211,0,0,0
PR015075,Remand,Medium,449,2,226,102,402,4,51,261,250,478,714,2,3,6,0,0.9,0.7,195,72,0,0,369,498,628
PR015076,Remand,Medium,702,5,494,223,964,12,180,794,847,1662,2467,2,14,1,3,0.9,0.6,460,357,214,0,601,704,843
PR015077,Remand,Medium,1106,7,856,253,1103,8,198,893,955,1904,2865,7,7,2,1,8.8,5.0,811,642,431,240,1032,1227,1351
PR015078,Juvenile,Low,354,3,313,56,258,6,63,286,320,622,928,1,5,1,2,6.4,4.4,315,353,382,405,248,234,178
PR015079,Remand,High,369,2,346,76,347,2,63,285,308,623,957,2,2,1,1,0.6,0.4,332,299,221,156,374,368,405
PR015080,Maximum Security,High,1018,6,724,21,100,12,21,91,88,207,293,15,6,0,1,43.3,31.8,716,693,681,653,759,750,806
PR015081,Minimum Security,Low,202,2,171,27,132,1,30,120,117,239,384,1,7,3,2,6.4,3.6,172,171,171,94,202,261,256
PR015082,Remand,High,954,6,898,293,1171,21,232,1023,1218,2464,3583,4,7,1,0,2.0,1.5,865,747,610,460,838,722,747
PR015083,Minimum Security,Low,239,2,223,34,151,1,34,125,111,216,314,5,2,3,3,2.2,1.4,214,191,178,104,274,333,334
PR015084,Women's,Low,634,4,527,64,256,7,103,414,434,830,1196,3,3,2,1,3.1,2.7,562,683,824,824,378,228,156
PR015085,Minimum Security,Low,610,3,393,39,196,8,39,186,149,308,462,4,5,2,3,9.3,6.3,394,385,370,392,448,525,578
PR015086,Women's,Low,585,5,468,114,541,12,130,521,595,1188,1735,0,5,1,1,6.0,4.0,463,454,411,413,407,361,374
PR015087,Maximum Security,High,1259,10,809,51,195,18,48,172,168,369,542,10,7,1,2,15.7,13.4,802,786,764,727,861,948,1041
PR015088,Women's,Medium,597,3,564,128,545,6,101,485,363,753,1142,6,2,1,2,14.1,9.7,548,497,440,372,714,832,835
PR015089,Minimum Security,Low,824,6,747,143,581,15,178,831,657,1297,1990,10,1,2,3,4.8,3.4,805,983,1071,1071,662,641,496
PR015090,Remand,Medium,540,3,491,115,522,1,82,310,346,681,991,4,3,0,1,2.5,2.2,440,275,74,0,692,756,756
PR015091,Minimum Security,Low,956,8,768,111,425,7,112,410,412,844,1297,6,13,1,2,15.8,11.3,768,758,761,753,766,758,701
PR015092,Remand,Medium,499,3,409,108,464,12,111,416,462,906,1313,4,4,0,1,0.7,0.4,399,356,313,279,356,352,378
PR015093,Minimum Security,Low,274,2,203,16,88,2,15,65,49,95,163,0,0,1,1,3.4,1.9,203,186,193,156,225,263,279
PR015094,Women's,Medium,739,3,640,84,377,13,99,457,444,894,1325,3,4,0,2,4.0,3.2,654,726,829,898,635,643,629
PR015095,Remand,High,297,4,213,60,235,2,62,235,186,412,600,0,3,1,2,4.0,2.6,210,211,215,275,252,255,295
PR015096,Women's,Low,156,1,101,26,106,1,13,58,69,134,208,4,1,0,3,19.0,13.7,91,61,0,0,139,204,218
PR015097,Juvenile,Low,388,4,304,83,352,1,54,238,264,527,844,3,3,2,1,5.2,4.4,274,188,64,2,397,485,543
PR015098,Remand,Low,935,6,598,232,919,17,234,948,850,1724,2606,10,12,1,2,0.8,0.5,606,637,658,705,713,821,889
PR015099,Women's,Low,502,3,462,53,209,5,44,210,265,481,732,5,9,2,4,12.2,8.1,466,468,478,481,417,409,357
PR015100,Minimum Security,Low,518,3,330,52,212,7,51,239,211,406,607,1,3,1,2,10.9,6.7,339,364,373,405,329,364,385
PR015101,Remand,High,1039,6,699,243,1128,22,226,966,1073,2158,3321,11,4,4,1,3.4,3.0,660,520,366,170,817,870,947
PR015102,Minimum Security,Medium,824,5,746,96,476,9,157,638,726,1443,2107,5,2,5,0,10.2,7.7,784,900,1056,1071,485,227,55
PR015103,Juvenile,Medium,382,2,309,98,376,3,84,332,328,668,978,2,3,0,2,32.3,26.3,294,257,220,182,329,311,367
PR015104,Maximum Security,High,987,6,786,74,301,6,79,292,319,673,1024,4,9,4,4,48.1,35.0,784,782,755,802,790,784,733
PR015105,Remand,Medium,684,3,491,306,1272,3,228,973,903,1796,2669,3,8,1,0,1.6,1.1,420,201,0,0,860,957,957
PR015106,Juvenile,Low,385,3,262,56,232,8,37,220,251,476,707,3,4,4,1,22.5,16.2,258,271,239,234,258,294,317
PR015107,Remand,Medium,436,1,296,89,390,1,119,475,600,1136,1709,0,3,0,3,1.8,1.3,319,388,475,529,109,0,0
PR015108,Minimum Security,Medium,964,6,653,57,214,20,58,234,250,494,737,10,5,1,3,10.6,9.6,663,676,656,715,643,670,706
PR015109,Remand,Medium,837,4,752,309,1386,6,357,1400,1354,2793,4273,3,1,2,3,6.3,5.6,753,769,798,820,807,769,709
PR015110,Women's,Medium,339,3,270,68,275,6,41,203,201,404,582,1,3,1,1,20.5,11.5,248,196,123,32,337,417,474
PR015111,Minimum Security,Medium,404,4,214,26,121,3,25,107,102,194,301,2,7,2,0,20.8,15.3,216,209,199,162,266,259,350
PR015112,Minimum Security,Low,971,7,748,62,318,18,75,327,303,611,926,7,8,3,3,1.1,0.7,750,764,778,748,785,787,808
PR015113,Women's,Low,633,4,532,150,624,6,95,412,400,763,1131,8,0,1,1,11.4,8.4,483,311,80,0,758,886,886
PR015114,Women's,Low,666,4,566,118,488,13,110,462,462,882,1331,4,5,6,5,12.2,8.8,559,530,516,485,623,723,819
PR015115,Maximum Security,High,959,6,879,55,248,8,52,200,226,436,649,4,6,3,1,44.6,25.5,867,831,774,730,893,909,976
PR015116,Remand,Medium,1178,8,1071,533,2200,4,512,2065,2208,4400,6560,6,19,0,0,0.5,0.4,1042,933,844,710,1021,966,1008
PR015117,Maximum Security,High,1028,7,802,55,191,10,50,199,221,452,691,2,1,1,1,92.5,68.9,802,812,834,838,779,682,618
PR015118,Women's,Low,551,4,427,76,286,12,81,359,373,747,1132,5,4,1,0,10.9,8.2,441,495,563,645,375,312,248
PR015119,Remand,Medium,998,5,681,197,925,18,181,814,774,1593,2389,5,4,1,0,3.6,3.2,659,573,459,379,847,934,1087
PR015120,Remand,Medium,971,7,791,211,808,11,155,614,652,1297,1984,9,9,2,2,0.8,0.6,747,594,418,217,963,1146,1260
PR015121,Minimum Security,Low,845,6,586,141,535,11,103,468,417,834,1243,2,5,1,4,2.8,2.4,569,516,462,375,700,821,915
PR015122,Remand,Medium,292,1,268,92,368,3,68,345,307,586,886,3,2,2,1,1.8,1.4,263,238,222,197,341,408,408
PR015123,Maximum Security,High,1017,6,784,60,241,9,85,347,416,786,1168,10,7,1,2,18.4,16.3,809,870,1003,1093,615,517,435
PR015124,Women's,Low,617,4,498,92,400,17,60,286,279,562,869,2,5,1,5,7.0,4.6,470,384,240,180,595,701,811
PR015125,Remand,Low,1105,8,942,356,1511,8,484,2050,2194,4361,6626,6,1,2,1,2.7,2.2,1063,1436,1436,1436,241,0,0
PR015126,Remand,Medium,831,4,773,440,1792,9,312,1406,1691,3373,4893,7,5,2,3,3.4,2.7,684,378,0,0,895,994,1163
PR015127,Women's,High,737,5,570,66,375,8,98,445,442,914,1354,6,3,0,2,17.3,12.5,587,638,704,767,540,492,443
PR015128,Minimum Security,Low,392,3,301,46,176,4,67,255,254,501,761,1,5,0,1,6.1,4.7,318,383,452,509,208,154,50
PR015129,Minimum Security,Medium,853,7,835,147,688,4,207,912,834,1600,2440,6,13,1,3,2.7,2.1,894,1060,1108,1108,657,523,336
PR015130,Remand,Medium,867,6,849,402,1767,17,543,2359,2372,4808,7161,8,9,2,5,4.2,2.8,989,1127,1127,1127,219,0,0
PR015131,Women's,Medium,490,1,341,89,322,1,53,246,278,591,876,9,1,1,3,13.4,8.0,317,264,181,74,391,425,477
PR015132,Maximum Security,High,719,5,509,52,264,6,71,281,261,525,795,9,4,2,2,15.5,10.2,513,518,531,524,517,540,544
PR015133,Women's,Low,668,3,591,76,354,9,74,300,271,582,862,2,2,0,1,15.2,11.5,574,530,490,435,663,719,763
PR015134,Remand,High,571,3,536,138,591,11,133,497,500,1053,1601,0,1,0,1,4.7,3.8,510,431,341,209,627,667,712
PR015135,Remand,Medium,1088,6,960,185,838,13,160,713,812,1618,2422,7,6,0,1,2.2,1.5,937,835,713,600,1037,1105,1200
PR015136,Remand,High,740,5,591,293,1345,13,280,1167,996,1998,3058,3,9,4,7,1.8,1.1,548,413,264,76,922,1036,1036
PR015137,Maximum Security,High,564,3,312,22,92,7,19,74,63,156,238,3,6,4,2,64.5,41.2,308,293,262,297,345,407,399
PR015138,Minimum Security,Low,662,5,568,39,188,2,35,151,145,309,444,4,3,2,2,15.9,12.9,556,515,487,454,615,664,777
PR015139,Women's,Low,173,1,125,22,92,2,32,145,173,314,498,2,4,2,1,3.3,2.0,137,169,224,224,56,32,0
PR015140,Remand,Medium,485,1,179,81,357,8,72,296,274,537,835,6,6,0,1,1.2,0.9,166,122,54,1,255,376,402
PR015141,Remand,Medium,595,4,458,116,578,8,104,508,556,1114,1683,3,1,1,1,0.8,0.7,440,390,288,229,480,527,516
PR015142,Women's,Medium,273,1,167,29,119,1,51,186,209,428,658,2,1,1,0,36.2,27.7,186,220,303,354,110,4,0
PR015143,Maximum Security,High,931,8,719,77,331,20,52,239,288,541,801,9,8,0,2,83.8,71.1,704,622,521,439,785,849,956
PR015144,Remand,High,459,2,337,197,856,7,161,692,743,1562,2324,2,4,1,4,9.9,7.1,302,173,6,0,404,442,482
PR015145,Minimum Security,Low,876,7,809,109,425,2,85,392,409,840,1268,2,6,6,1,6.0,5.4,802,773,757,748,810,782,748
PR015146,Maximum Security,High,449,3,378,32,149,13,25,106,109,233,357,3,0,0,3,28.1,25.1,366,337,285,267,402,448,459
PR015147,Women's,Low,736,5,519,100,482,7,80,369,375,767,1118,7,13,1,1,12.1,9.7,494,401,300,207,586,655,726
PR015148,Women's,Medium,255,1,235,64,232,3,52,205,206,417,618,2,3,2,1,11.0,7.2,226,193,196,173,244,293,332
PR015149,Minimum Security,Medium,865,8,700,153,595,6,129,546,490,982,1475,4,2,6,0,4.3,3.7,687,647,601,533,784,846,971
PR015150,Women's,Medium,106,1,96,17,55,0,17,59,50,107,172,1,0,1,1,5.6,3.3,99,99,127,118,90,101,77
PR015151,Maximum Security,High,590,1,396,32,149,15,34,110,130,259,404,2,0,2,4,52.1,45.8,387,352,301,291,436,469,479
PR015152,Women's,Medium,739,5,649,71,373,11,159,644,559,1083,1643,0,11,0,3,2.6,1.7,720,922,960,960,454,322,198
PR015153,Women's,Medium,351,1,232,55,243,3,49,181,164,341,497,2,5,4,0,17.8,11.4,221,174,111,58,315,351,467
PR015154,Minimum Security,Low,361,3,294,26,86,9,23,100,82,163,254,2,4,0,1,5.2,4.3,296,292,315,328,305,313,322
PR015155,Remand,Medium,1144,8,514,238,1086,12,153,598,513,1046,1572,15,6,2,1,0.5,0.4,395,18,0,0,1064,1601,1601
PR015156,Women's,Medium,518,3,331,61,255,0,55,245,206,428,667,3,1,1,1,5.0,2.8,331,330,317,325,371,392,436
PR015157,Minimum Security,Low,768,5,311,36,170,16,33,155,112,229,321,8,5,1,0,5.5,3.3,306,279,281,237,371,416,475
PR015158,Minimum Security,Low,566,4,485,108,430,5,100,428,362,757,1131,1,6,1,5,17.8,10.6,487,489,485,459,533,556,600
PR015159,Remand,Medium,1012,6,809,464,2127,11,388,1766,1685,3427,5235,10,11,2,2,3.9,3.0,724,439,101,0,1252,1416,1416
PR015160,Maximum Security,High,478,3,423,37,99,10,21,120,112,233,352,5,4,2,0,39.4,24.3,427,439,462,500,447,440,385
PR015161,Maximum Security,High,888,5,494,43,187,21,36,137,138,303,435,10,7,3,0,29.8,17.2,481,434,372,353,552,588,660
PR015162,Minimum Security,Low,808,7,589,61,212,12,39,184,177,329,516,1,13,2,3,5.4,3.0,582,582,563,535,608,657,727
PR015163,Juvenile,Low,215,3,164,46,201,4,48,222,261,512,771,1,2,3,3,9.9,7.5,168,186,205,235,118,56,30
PR015164,Minimum Security,Low,309,1,278,53,226,5,31,135,132,272,412,0,0,3,2,7.9,5.6,255,185,92,0,365,432,432
PR015165,Remand,Low,817,5,572,297,1204,8,299,1159,1218,2394,3629,5,7,1,0,0.5,0.3,561,524,495,442,521,537,514
PR015166,Minimum Security,Low,409,2,376,60,270,9,59,212,221,427,616,6,6,1,2,6.4,5.1,361,313,261,200,412,505,544
PR015167,Minimum Security,Medium,384,1,316,45,210,6,57,269,256,512,766,1,2,1,1,10.1,7.6,329,389,458,463,266,177,167
PR015168,Juvenile,Low,73,1,69,12,63,1,15,61,68,137,209,0,0,2,2,9.7,6.2,66,79,74,67,36,16,30
PR015169,Maximum Security,High,1468,9,1075,90,421,15,121,515,488,994,1438,20,12,0,4,15.1,10.4,1094,1166,1269,1330,1049,1015,999
PR015170,Juvenile,Medium,115,1,96,17,64,1,13,59,50,114,177,0,0,1,2,1.2,0.7,90,100,92,75,88,122,118
PR015171,Remand,High,982,8,802,220,912,4,212,963,911,1826,2764,9,6,5,0,3.8,2.2,811,861,914,926,830,876,849
PR015172,Juvenile,Medium,328,3,282,63,278,7,68,316,255,536,798,2,5,2,1,11.1,8.1,284,326,337,413,353,395,459
PR015173,Minimum Security,Medium,935,7,896,210,888,20,174,798,902,1785,2699,12,6,3,1,24.6,14.5,874,808,717,603,905,917,892
PR015174,Women's,Medium,640,5,551,141,582,5,111,525,611,1231,1834,5,7,5,4,6.1,3.6,538,507,453,384,517,480,470
PR015175,Maximum Security,Medium,1350,10,1118,51,211,10,67,269,260,554,833,8,8,2,1,43.0,32.0,1132,1187,1212,1332,1095,1040,1026
PR015176,Women's,Low,415,3,340,41,217,5,39,161,166,340,485,1,1,1,1,17.2,11.5,331,285,225,191,372,396,438
PR015177,Minimum Security,Low,493,5,369,32,112,5,21,74,123,234,330,3,2,1,1,2.9,2.3,361,338,278,244,358,360,371
PR015178,Maximum Security,High,404,1,314,22,102,6,41,145,148,319,476,0,2,5,4,18.9,11.9,321,351,398,445,277,250,193
PR015179,Remand,High,1055,7,993,487,1977,18,672,2655,2754,5684,8648,2,3,3,3,1.4,0.8,1148,1371,1371,1371,184,0,0
PR015180,Minimum Security,Medium,388,2,328,49,209,5,34,157,190,357,539,2,1,2,1,15.1,9.4,322,290,227,182,345,387,400
