Age,Gender,education_level,Prison_type,Prison_security_level,Block_security_level,Incidents_count,Violent_incident_count,escape_incident_count,days_since_last_incidence,total_disciplinary_days,Risk Behaviour
29,Female,Secondary,Women's,Low,Low,2,0,0,149,2,Low
50,Male,Preparatory,Maximum Security,High,Medium,11,1,3,246,39,High
38,Male,Illiterate,Minimum Security,Low,Medium,4,1,0,89,11,Medium
63,Female,Bachelor's,Women's,Medium,Medium,2,0,0,23,0,Low
31,Male,Illiterate,Minimum Security,Low,Medium,1,0,0,238,4,Low
22,Male,Preparatory,Minimum Security,Low,Low,2,0,0,124,1,Low
35,Female,Secondary,Minimum Security,Low,Low,5,1,0,316,0,Low
51,Male,Primary,Juvenile,Medium,Medium,8,1,0,199,19,Medium
38,Male,Preparatory,Maximum Security,High,High,6,0,0,190,16,Medium
36,Female,Illiterate,Women's,Low,Medium,2,0,0,111,1,Low
46,Male,Preparatory,Maximum Security,High,Medium,4,1,0,125,4,Medium
65,Male,Secondary,Maximum Security,High,High,7,2,1,157,15,Medium
54,Male,Secondary,Minimum Security,Low,Low,1,0,0,116,1,Low
27,Male,Primary,Juvenile,Low,Low,1,0,0,296,3,Low
43,Male,Secondary,Juvenile,Medium,Medium,3,0,0,223,8,Low
23,Female,Illiterate,Women's,Medium,High,4,0,0,191,5,Low
63,Male,Secondary,Maximum Security,High,High,6,0,0,191,23,Medium
42,Male,Illiterate,Minimum Security,Low,Low,2,0,0,51,4,Low
40,Male,Secondary,Maximum Security,High,High,11,4,1,236,42,High
50,Male,Illiterate,Juvenile,Low,Low,1,0,0,50,11,Low
42,Male,Primary,Maximum Security,High,Medium,11,4,3,249,30,High
34,Male,Illiterate,Minimum Security,Low,Medium,5,0,0,320,17,Low
18,Male,Illiterate,Remand,Medium,High,3,0,0,193,13,Medium
64,Male,Secondary,Minimum Security,Low,Medium,2,0,0,123,7,Low
54,Male,Illiterate,Remand,Low,Medium,2,0,0,159,4,Low
36,Male,Primary,Maximum Security,High,High,7,1,0,152,23,Medium
47,Male,Bachelor's,Remand,High,Medium,6,1,0,307,18,Medium
32,Male,Primary,Juvenile,Medium,Low,5,0,0,72,21,Medium
46,Male,Illiterate,Maximum Security,High,High,11,4,3,69,35,High
59,Female,Literate,Minimum Security,Low,Medium,3,0,0,253,6,Low
23,Female,Preparatory,Minimum Security,Low,Low,1,0,0,103,8,Low
32,Male,Bachelor's,Juvenile,Medium,High,7,2,1,107,21,Medium
48,Male,Secondary,Maximum Security,High,High,5,0,1,354,23,Medium
52,Male,Illiterate,Maximum Security,High,High,5,0,0,131,12,Medium
27,Female,Preparatory,Remand,Medium,Medium,4,0,0,115,8,Low
53,Male,Literate,Maximum Security,High,Medium,12,1,1,264,38,High
53,Male,Secondary,Maximum Security,High,High,4,1,0,202,8,Medium
31,Male,Preparatory,Remand,Medium,Medium,5,1,1,214,13,Medium
41,Male,Secondary,Remand,Medium,High,4,0,0,202,12,Low
57,Male,Preparatory,Maximum Security,High,Medium,12,4,1,45,30,High
54,Female,Secondary,Women's,High,Medium,3,0,0,291,6,Low
21,Male,Secondary,Remand,High,Medium,5,1,1,55,16,Medium
43,Male,Primary,Maximum Security,High,High,9,3,2,60,25,High
22,Male,Illiterate,Minimum Security,Low,Low,5,1,1,104,6,Medium
44,Female,Primary,Remand,High,Medium,12,2,0,256,33,High
29,Male,Literate,Maximum Security,High,High,9,1,1,77,28,High
40,Male,Primary,Remand,Medium,Medium,9,2,0,10,29,High
39,Female,Secondary,Women's,Low,Low,2,0,0,137,0,Low
35,Female,Preparatory,Minimum Security,Low,Low,2,0,0,250,15,Low
33,Male,Bachelor's,Remand,Medium,Medium,5,0,1,7,16,Medium
32,Male,Preparatory,Maximum Security,High,High,10,0,3,213,32,High
49,Male,Secondary,Remand,Medium,High,7,2,1,75,17,High
40,Male,Illiterate,Remand,Medium,High,2,0,0,152,5,Low
41,Male,Preparatory,Minimum Security,Low,Medium,1,0,0,185,1,Low
33,Male,Secondary,Remand,Medium,Medium,4,0,0,228,1,Low
28,Male,Secondary,Maximum Security,High,High,10,3,3,349,23,High
45,Female,Secondary,Minimum Security,Low,Low,5,0,0,48,13,Low
27,Female,Preparatory,Remand,Medium,Medium,4,0,0,132,9,Low
20,Male,Primary,Minimum Security,Low,Medium,3,0,0,263,3,Low
56,Male,Secondary,Minimum Security,Low,Low,1,0,0,248,3,Low
49,Male,Preparatory,Maximum Security,High,High,6,2,1,209,12,Medium
26,Female,Preparatory,Women's,Medium,Medium,7,2,1,316,14,Medium
27,Male,Secondary,Juvenile,Medium,Medium,5,1,1,105,2,Medium
45,Male,Secondary,Juvenile,Medium,Medium,5,0,0,164,11,Low
37,Male,Primary,Maximum Security,High,Medium,9,3,1,334,37,High
35,Male,Literate,Remand,High,High,9,1,2,124,22,High
20,Female,Illiterate,Women's,Medium,Medium,4,1,0,155,5,Medium
34,Male,Illiterate,Remand,High,High,8,3,1,216,24,High
34,Male,Postgraduate education,Juvenile,Medium,High,3,0,0,304,25,Low
38,Male,Bachelor's,Juvenile,Medium,Medium,5,0,1,233,19,Low
31,Male,Bachelor's,Maximum Security,High,Medium,4,0,0,63,3,Low
62,Female,Secondary,Women's,High,High,6,2,1,306,21,Medium
20,Female,Secondary,Maximum Security,High,High,11,4,2,233,33,High
58,Male,Preparatory,Juvenile,Medium,Medium,4,1,0,244,12,Low
21,Male,Preparatory,Minimum Security,Low,Medium,3,0,0,8,13,Medium
20,Male,Literate,Maximum Security,High,High,5,1,1,350,8,Medium
53,Male,Primary,Minimum Security,Low,Medium,2,0,0,189,8,Low
41,Female,Bachelor's,Minimum Security,Low,Medium,3,0,0,82,12,Low
43,Female,Bachelor's,Minimum Security,Low,Medium,4,1,0,208,2,Low
32,Male,Bachelor's,Maximum Security,High,Medium,9,3,1,238,25,High
59,Male,Bachelor's,Maximum Security,High,High,8,3,0,185,30,Medium
59,Male,Secondary,Maximum Security,High,High,8,3,0,16,25,High
32,Male,Secondary,Minimum Security,Low,Low,4,1,0,65,11,Medium
50,Male,Bachelor's,Juvenile,Medium,Medium,10,2,2,220,26,High
40,Male,Literate,Remand,Medium,Medium,3,0,0,297,11,Low
26,Male,Secondary,Maximum Security,High,High,5,1,0,250,15,Medium
41,Male,Secondary,Juvenile,Medium,Low,4,1,0,0,9,Medium
43,Male,Preparatory,Remand,Low,Low,1,0,0,236,4,Low
49,Male,Primary,Juvenile,Medium,Medium,6,2,1,102,20,Medium
27,Female,Literate,Minimum Security,Low,Low,1,0,0,98,1,Low
25,Male,Secondary,Minimum Security,Low,Low,4,1,0,254,14,Low
37,Female,Secondary,Remand,Medium,Low,1,0,0,20,0,Low
62,Female,Primary,Maximum Security,High,High,6,0,1,304,21,Medium
64,Female,Illiterate,Remand,High,High,11,4,1,245,26,High
44,Male,Primary,Juvenile,Low,Low,2,0,0,176,8,Low
47,Male,Primary,Minimum Security,Low,Medium,1,0,0,116,0,Low
35,Male,Illiterate,Juvenile,Low,Low,3,0,0,249,6,Low
48,Male,Illiterate,Remand,High,Medium,6,1,0,242,20,Medium
45,Female,Primary,Maximum Security,High,High,11,3,0,114,23,High
32,Male,Secondary,Juvenile,Low,Low,2,0,0,313,2,Low
29,Male,Preparatory,Juvenile,Low,Medium,1,0,0,42,0,Low
38,Male,Bachelor's,Maximum Security,High,Medium,11,4,2,251,36,High
44,Male,Illiterate,Minimum Security,Low,Low,1,0,0,99,0,Low
27,Male,Primary,Remand,Medium,High,3,0,0,105,11,Low
18,Female,Primary,Women's,High,High,11,1,2,130,46,High
23,Male,Secondary,Remand,High,High,7,1,0,141,20,Medium
29,Female,Secondary,Juvenile,Low,Low,2,0,0,128,18,Low
39,Male,Bachelor's,Maximum Security,High,High,5,0,1,325,5,Medium
58,Male,Secondary,Remand,Low,Low,3,0,0,218,9,Low
19,Male,Preparatory,Remand,Low,Medium,2,0,0,28,14,Medium
35,Male,Literate,Maximum Security,High,High,10,1,3,123,34,High
44,Female,Primary,Minimum Security,Low,Low,1,0,0,292,13,Low
28,Female,Bachelor's,Women's,Medium,Medium,2,0,0,214,0,Low
36,Male,Bachelor's,Maximum Security,High,High,3,0,0,251,9,Low
34,Male,Literate,Juvenile,Low,Low,3,0,0,53,7,Low
64,Male,Primary,Juvenile,Medium,Medium,4,1,0,130,10,Medium
60,Female,Primary,Women's,High,Medium,10,4,2,261,34,High
31,Male,Primary,Remand,High,High,9,3,1,17,27,High
23,Male,Secondary,Minimum Security,Low,Medium,1,0,0,293,3,Low
64,Male,Bachelor's,Maximum Security,High,Medium,6,1,0,209,23,Medium
56,Male,Secondary,Maximum Security,High,High,10,2,2,296,29,High
18,Male,Primary,Minimum Security,Low,Low,1,0,0,69,0,Low
62,Male,Illiterate,Maximum Security,High,Medium,7,1,1,219,22,Medium
57,Male,Secondary,Remand,Low,Low,1,0,0,37,5,Low
57,Male,Preparatory,Juvenile,Medium,High,8,3,0,213,21,Medium
37,Male,Preparatory,Remand,Medium,Medium,7,2,0,263,16,Medium
50,Male,Secondary,Minimum Security,Low,Medium,2,0,0,233,1,Low
21,Male,Secondary,Minimum Security,Low,Medium,1,0,0,221,7,Low
37,Female,Preparatory,Minimum Security,Low,Low,2,0,0,119,0,Low
21,Male,Illiterate,Minimum Security,Low,Low,2,0,0,57,12,Medium
21,Male,Illiterate,Maximum Security,High,Medium,11,0,0,87,38,High
38,Male,Illiterate,Maximum Security,High,High,8,2,1,99,18,High
61,Male,Preparatory,Maximum Security,High,High,7,1,1,123,17,Medium
23,Male,Bachelor's,Maximum Security,High,High,8,2,1,202,22,Medium
50,Male,Secondary,Maximum Security,High,High,9,3,1,68,32,High
40,Male,Secondary,Minimum Security,Low,Medium,2,0,0,196,11,Low
29,Female,Preparatory,Remand,Medium,Medium,9,3,1,85,21,High
62,Male,Bachelor's,Maximum Security,High,High,10,1,2,234,32,High
54,Female,Bachelor's,Maximum Security,High,High,6,1,1,251,16,Medium
21,Female,Secondary,Juvenile,Medium,Medium,9,3,0,276,29,Medium
45,Female,Preparatory,Remand,Low,Low,3,0,0,295,8,Low
62,Female,Bachelor's,Maximum Security,High,High,7,1,0,68,27,Medium
21,Female,Secondary,Remand,Low,Low,4,0,0,364,4,Low
22,Male,Bachelor's,Juvenile,Medium,Low,1,0,0,334,8,Low
58,Male,Secondary,Juvenile,Medium,Medium,5,0,1,57,11,Medium
58,Male,Secondary,Juvenile,Medium,Low,6,2,0,132,20,Medium
21,Male,Secondary,Minimum Security,Low,Low,2,0,0,149,2,Low
65,Male,Secondary,Juvenile,Medium,Low,9,3,1,189,28,High
59,Female,Literate,Minimum Security,Low,Low,1,0,0,94,0,Low
46,Male,Bachelor's,Minimum Security,Low,Medium,2,0,0,324,1,Low
29,Female,Bachelor's,Women's,High,High,9,3,1,26,31,High
43,Male,Postgraduate education,Remand,Low,Low,3,0,0,362,10,Low
39,Male,Secondary,Maximum Security,High,High,8,1,2,54,22,High
53,Female,Bachelor's,Women's,High,High,10,4,1,270,30,High
36,Male,Bachelor's,Maximum Security,High,High,8,2,2,264,31,High
25,Male,Literate,Maximum Security,High,High,10,3,3,304,23,High
28,Male,Preparatory,Minimum Security,Low,Low,1,0,0,291,10,Low
36,Male,Bachelor's,Maximum Security,High,High,9,0,0,96,22,Medium
43,Male,Primary,Remand,Medium,Low,6,0,0,153,15,Medium
25,Female,Postgraduate education,Maximum Security,High,High,2,0,0,167,3,Low
45,Male,Secondary,Minimum Security,Low,Low,1,0,0,111,8,Low
33,Male,Primary,Remand,Low,Low,3,0,0,203,15,Low
32,Male,Bachelor's,Remand,High,Medium,7,0,1,44,16,Medium
43,Male,Primary,Juvenile,Medium,Low,6,2,1,273,17,Medium
45,Male,Preparatory,Maximum Security,High,High,10,2,1,138,32,High
49,Male,Secondary,Maximum Security,High,High,13,5,3,242,50,High
60,Male,Secondary,Maximum Security,High,High,7,0,0,285,22,Medium
28,Male,Postgraduate education,Minimum Security,Low,Low,1,0,0,126,1,Low
43,Male,Primary,Juvenile,Low,Low,5,0,1,172,19,Medium
48,Female,Preparatory,Maximum Security,High,Medium,5,1,0,28,16,Medium
54,Female,Preparatory,Remand,Low,Medium,3,0,0,174,6,Low
25,Male,Preparatory,Maximum Security,High,Medium,9,2,1,39,18,High
45,Female,Bachelor's,Women's,Low,Medium,5,0,0,122,9,Low
26,Female,Secondary,Women's,Medium,Medium,3,0,0,24,12,Medium
48,Male,Literate,Juvenile,Medium,Medium,7,0,0,166,22,Medium
56,Male,Primary,Remand,Medium,Medium,8,2,2,11,31,High
63,Male,Secondary,Minimum Security,Low,Low,1,0,0,66,6,Low
51,Male,Secondary,Minimum Security,Low,Medium,4,0,0,42,17,Low
55,Female,Preparatory,Women's,Low,Low,2,0,0,222,7,Low
48,Male,Secondary,Remand,High,Medium,9,3,2,128,26,High
20,Female,Bachelor's,Minimum Security,Low,Medium,1,0,0,58,3,Low
27,Female,Literate,Women's,High,High,6,2,1,273,20,High
19,Male,Secondary,Maximum Security,High,High,7,1,0,340,21,Medium
37,Female,Primary,Remand,Low,Low,3,0,0,200,1,Low
27,Male,Bachelor's,Juvenile,Medium,Medium,13,0,2,192,36,Medium
44,Female,Secondary,Women's,Medium,Medium,4,1,0,265,17,Low
64,Female,Illiterate,Minimum Security,Low,Low,4,1,0,167,16,Medium
65,Male,Primary,Remand,High,Medium,6,2,1,341,9,Medium
52,Male,Primary,Remand,Low,Low,2,0,0,308,8,Low
58,Male,Secondary,Remand,Medium,Medium,5,1,0,185,9,Low
43,Male,Bachelor's,Juvenile,Medium,Medium,7,1,0,17,23,Medium
55,Male,Postgraduate education,Remand,Low,Low,2,0,0,2,1,Low
64,Male,Bachelor's,Maximum Security,High,Medium,13,1,0,187,31,Medium
46,Male,Bachelor's,Minimum Security,Low,Low,3,0,0,48,9,Low
25,Male,Literate,Maximum Security,High,High,12,5,2,15,35,High
49,Male,Secondary,Minimum Security,Low,Low,3,0,0,283,4,Low
55,Male,Postgraduate education,Remand,Low,Low,1,0,0,237,0,Low
49,Male,Postgraduate education,Juvenile,Low,Low,1,0,0,270,1,Low
22,Male,Secondary,Remand,High,High,11,4,0,332,26,High
39,Female,Primary,Maximum Security,High,High,7,2,0,155,17,Medium
24,Female,Illiterate,Women's,Low,Low,1,0,0,237,0,Low
46,Male,Bachelor's,Remand,Medium,Medium,5,0,1,214,20,Low
25,Male,Secondary,Juvenile,Medium,High,10,3,3,274,32,High
44,Male,Secondary,Maximum Security,High,High,7,0,1,197,20,Medium
48,Male,Literate,Maximum Security,High,High,13,0,2,316,40,High
42,Male,Illiterate,Maximum Security,High,Medium,11,3,0,75,26,High
31,Male,Primary,Maximum Security,High,High,9,3,1,20,30,High
59,Male,Secondary,Remand,High,Medium,9,0,1,351,26,Medium
37,Male,Primary,Maximum Security,High,High,5,0,1,162,18,Medium
60,Female,Illiterate,Minimum Security,Low,Medium,1,0,0,119,6,Low
32,Male,Primary,Maximum Security,High,High,4,1,0,3,11,Medium
55,Female,Primary,Women's,Medium,High,10,1,2,156,14,High
51,Female,Bachelor's,Women's,High,Medium,5,1,0,186,10,Low
44,Male,Primary,Minimum Security,Low,Low,1,0,0,81,4,Low
45,Male,Bachelor's,Maximum Security,High,High,7,1,0,0,24,Medium
65,Female,Primary,Women's,Medium,Low,1,0,0,78,0,Low
59,Male,Primary,Remand,Medium,Medium,11,2,0,106,33,High
22,Female,Secondary,Women's,Low,Low,3,0,0,46,11,Low
60,Male,Secondary,Maximum Security,High,High,9,2,1,348,29,High
27,Male,Postgraduate education,Juvenile,Medium,Medium,8,1,0,3,22,Medium
39,Female,Secondary,Women's,High,High,7,0,1,92,26,Medium
63,Male,Preparatory,Remand,High,Medium,12,4,3,239,39,High
55,Male,Preparatory,Maximum Security,High,High,5,1,1,350,22,Medium
39,Male,Illiterate,Remand,High,High,5,1,0,116,6,Medium
61,Female,Preparatory,Women's,Medium,Low,8,1,0,62,12,Medium
52,Male,Primary,Maximum Security,High,High,8,3,0,95,30,High
58,Male,Literate,Maximum Security,High,Medium,9,3,1,158,27,High
65,Female,Primary,Women's,Medium,Medium,6,0,0,133,19,Medium
42,Female,Postgraduate education,Women's,Medium,Medium,3,0,0,326,12,Low
38,Male,Preparatory,Minimum Security,Low,Medium,3,0,0,56,5,Low
33,Male,Illiterate,Minimum Security,Low,Low,2,0,0,251,10,Low
52,Female,Bachelor's,Women's,High,High,11,3,3,154,35,High
35,Male,Bachelor's,Minimum Security,Low,Low,2,0,0,346,8,Low
63,Female,Bachelor's,Women's,Medium,Medium,3,0,0,361,14,Low
27,Male,Bachelor's,Remand,High,High,7,2,1,224,16,Medium
55,Male,Secondary,Maximum Security,High,Medium,8,1,2,63,20,High
31,Male,Secondary,Juvenile,Medium,High,5,1,1,85,16,Medium
40,Male,Preparatory,Maximum Security,High,High,9,3,1,151,28,High
44,Female,Secondary,Women's,Medium,Medium,4,1,0,39,5,Medium
23,Male,Primary,Maximum Security,High,Medium,12,4,1,10,38,High
29,Female,Primary,Women's,High,High,6,2,1,342,23,High
40,Female,Secondary,Women's,Medium,High,6,2,1,233,14,Medium
58,Male,Preparatory,Maximum Security,High,High,8,2,0,15,19,High
52,Female,Bachelor's,Remand,High,High,7,1,1,277,24,Medium
65,Male,Literate,Maximum Security,High,High,6,1,1,9,16,High
38,Male,Secondary,Maximum Security,High,High,5,1,0,127,15,Medium
57,Male,Secondary,Maximum Security,High,Medium,17,0,1,88,44,High
23,Male,Primary,Minimum Security,Low,Low,2,0,0,271,0,Low
60,Male,Secondary,Remand,Medium,Medium,3,0,0,186,7,Low
49,Male,Illiterate,Remand,Medium,Low,7,1,1,0,14,High
18,Male,Secondary,Minimum Security,Low,Medium,3,0,0,112,4,Low
49,Male,Illiterate,Minimum Security,Low,Low,7,1,1,302,19,Medium
21,Male,Primary,Minimum Security,Low,Low,5,0,1,250,18,Medium
59,Female,Secondary,Remand,High,Medium,5,1,1,29,21,High
40,Male,Illiterate,Maximum Security,High,High,3,0,0,303,5,Medium
35,Male,Preparatory,Remand,Low,Medium,4,0,0,260,21,Low
65,Female,Bachelor's,Maximum Security,High,High,7,0,1,97,16,Medium
24,Male,Secondary,Remand,Medium,Low,10,0,2,98,31,Medium
19,Female,Secondary,Women's,High,High,16,4,5,327,38,High
42,Male,Secondary,Remand,Medium,Medium,7,0,1,284,16,Medium
61,Female,Illiterate,Women's,Low,Medium,1,0,0,58,0,Low
45,Male,Preparatory,Maximum Security,High,High,9,1,2,256,24,High
57,Male,Preparatory,Remand,Medium,Medium,5,0,1,255,19,Medium
55,Male,Secondary,Maximum Security,High,High,7,2,1,223,23,Medium
43,Male,Secondary,Minimum Security,Low,Medium,3,0,0,199,11,Low
60,Male,Primary,Minimum Security,Low,Low,2,0,0,105,6,Low
57,Male,Literate,Remand,High,Medium,1,0,0,61,2,Low
25,Female,Illiterate,Maximum Security,High,High,7,0,0,150,27,Medium
40,Female,Primary,Women's,Low,Low,4,0,0,179,12,Low
34,Male,Primary,Maximum Security,High,High,10,2,3,20,27,High
39,Male,Secondary,Remand,Medium,Low,1,0,0,334,7,Low
21,Male,Primary,Remand,Medium,Medium,5,0,0,12,13,Medium
19,Male,Literate,Minimum Security,Low,Medium,1,0,0,217,0,Low
42,Female,Bachelor's,Women's,High,High,9,1,2,297,25,High
27,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,211,0,Low
33,Male,Preparatory,Minimum Security,Low,Low,1,0,0,262,5,Low
54,Male,Secondary,Maximum Security,High,High,7,0,0,152,16,Medium
31,Male,Secondary,Minimum Security,Low,Medium,1,0,0,202,0,Low
23,Male,Preparatory,Minimum Security,Low,Low,3,0,0,237,14,Low
51,Female,Bachelor's,Women's,Low,Medium,1,0,0,225,4,Low
20,Male,Primary,Minimum Security,Low,Low,2,0,0,154,9,Low
60,Male,Bachelor's,Maximum Security,High,High,6,2,0,241,15,Medium
48,Male,Bachelor's,Minimum Security,Low,Medium,2,0,0,319,5,Low
29,Male,Secondary,Maximum Security,High,Medium,6,0,0,243,16,Low
57,Male,Secondary,Minimum Security,Low,Low,4,0,0,240,8,Low
18,Male,Secondary,Minimum Security,Low,Low,3,0,0,118,8,Low
28,Male,Postgraduate education,Maximum Security,High,Medium,11,4,1,112,39,High
49,Male,Secondary,Remand,Medium,Medium,3,0,0,234,10,Low
42,Female,Bachelor's,Maximum Security,High,High,8,1,1,37,24,High
57,Male,Preparatory,Remand,Low,Low,1,0,0,65,0,Low
23,Female,Primary,Women's,Medium,Low,5,0,0,257,6,Low
64,Female,Bachelor's,Remand,Medium,Medium,5,0,1,348,12,Low
60,Male,Primary,Juvenile,Low,Low,2,0,0,55,9,Low
51,Male,Bachelor's,Maximum Security,High,High,9,0,0,171,24,Medium
57,Female,Bachelor's,Women's,High,Medium,6,0,1,113,13,Medium
50,Male,Preparatory,Remand,Low,Low,3,0,0,131,7,Low
44,Male,Preparatory,Juvenile,Medium,High,4,0,0,128,15,Low
18,Male,Illiterate,Maximum Security,High,High,5,1,1,236,11,Medium
55,Male,Secondary,Maximum Security,High,Medium,8,1,1,197,22,Medium
33,Male,Postgraduate education,Minimum Security,Low,Low,4,0,0,254,17,Low
22,Male,Primary,Minimum Security,Low,Low,1,0,0,139,7,Low
56,Male,Secondary,Maximum Security,High,High,5,0,1,233,7,Medium
48,Male,Primary,Maximum Security,High,High,10,4,2,147,32,High
35,Male,Secondary,Juvenile,Low,Medium,1,0,0,280,4,Low
49,Male,Preparatory,Remand,Medium,Low,6,2,0,125,13,Medium
45,Female,Secondary,Women's,Medium,High,3,0,0,261,13,Low
57,Male,Primary,Juvenile,Low,Medium,4,0,0,96,7,Low
40,Male,Secondary,Remand,Medium,Low,5,1,0,263,14,Low
34,Male,Preparatory,Maximum Security,High,High,8,3,2,313,27,High
42,Female,Illiterate,Women's,High,High,5,1,0,74,13,Medium
39,Male,Preparatory,Remand,Low,Low,1,0,0,150,3,Low
53,Male,Preparatory,Juvenile,Low,Medium,2,0,0,115,4,Low
20,Female,Secondary,Remand,Medium,High,6,0,0,195,20,Low
18,Female,Preparatory,Maximum Security,High,High,8,1,0,153,33,Medium
45,Male,Secondary,Remand,Medium,High,4,0,0,46,12,Medium
55,Male,Primary,Remand,High,High,9,1,1,122,24,High
49,Female,Secondary,Women's,Medium,Medium,2,0,0,46,6,Low
20,Male,Secondary,Maximum Security,High,Medium,8,1,1,311,29,Medium
65,Female,Secondary,Maximum Security,High,High,5,0,1,8,8,Medium
65,Female,Secondary,Women's,High,High,4,1,0,291,15,Medium
47,Male,Primary,Maximum Security,High,High,5,1,0,245,23,Medium
22,Male,Literate,Minimum Security,Low,Low,3,0,0,296,6,Low
45,Male,Secondary,Maximum Security,High,High,11,3,1,136,34,High
52,Male,Secondary,Juvenile,Medium,Medium,5,0,1,59,20,Medium
58,Female,Illiterate,Women's,High,High,12,3,3,129,34,High
58,Male,Secondary,Juvenile,Low,Medium,1,0,0,289,5,Low
56,Male,Primary,Minimum Security,Low,Medium,1,0,0,354,0,Low
53,Female,Preparatory,Minimum Security,Low,Low,4,0,0,125,18,Low
64,Male,Illiterate,Remand,Medium,Low,8,3,0,136,19,High
24,Male,Primary,Maximum Security,High,High,7,0,0,234,24,Medium
48,Female,Secondary,Women's,High,High,2,0,0,164,4,Low
31,Female,Illiterate,Women's,Medium,High,6,0,0,226,12,Medium
25,Male,Postgraduate education,Remand,High,High,12,3,0,340,38,High
52,Male,Illiterate,Remand,Medium,Medium,6,2,0,26,13,High
26,Male,Preparatory,Remand,Medium,Medium,4,0,0,238,11,Low
21,Male,Illiterate,Minimum Security,Low,Low,2,0,0,129,12,Low
37,Male,Primary,Remand,High,High,16,4,1,322,43,High
26,Male,Preparatory,Maximum Security,High,High,7,1,0,80,31,Medium
57,Male,Secondary,Remand,Low,Low,3,0,0,323,0,Low
33,Male,Preparatory,Minimum Security,Low,Low,3,0,0,234,3,Low
63,Female,Secondary,Maximum Security,High,High,9,0,1,334,29,Medium
49,Male,Literate,Minimum Security,Low,Low,1,0,0,327,0,Low
23,Male,Illiterate,Minimum Security,Low,Medium,1,0,0,94,3,Low
48,Male,Illiterate,Remand,Medium,Medium,8,3,0,52,24,High
36,Male,Preparatory,Minimum Security,Low,Low,1,0,0,36,2,Low
23,Male,Secondary,Remand,Medium,Medium,5,0,1,53,9,Medium
57,Male,Preparatory,Juvenile,Medium,High,6,1,0,22,25,Medium
28,Male,Primary,Remand,High,High,5,1,0,221,17,Medium
63,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,29,0,Low
47,Male,Primary,Remand,Medium,Medium,5,1,0,174,13,Medium
18,Female,Bachelor's,Women's,Medium,Medium,8,3,1,226,20,Medium
59,Female,Primary,Remand,Medium,Medium,8,1,1,335,25,Medium
42,Male,Preparatory,Juvenile,Low,Low,1,0,0,133,0,Low
40,Female,Secondary,Women's,Medium,Medium,6,1,1,233,17,Medium
56,Male,Bachelor's,Maximum Security,High,High,11,1,3,246,37,High
61,Female,Primary,Remand,Low,Low,3,0,0,156,2,Low
36,Male,Secondary,Minimum Security,Low,Low,2,0,0,220,11,Low
60,Male,Primary,Maximum Security,High,High,7,2,0,110,25,Medium
19,Male,Illiterate,Minimum Security,Low,Low,2,0,0,201,12,Low
59,Male,Bachelor's,Minimum Security,Low,Low,3,0,0,98,16,Low
51,Male,Illiterate,Remand,High,High,9,3,0,308,24,High
23,Male,Primary,Juvenile,Low,Medium,3,0,0,8,7,Medium
62,Male,Secondary,Juvenile,Low,Medium,2,0,0,74,9,Low
28,Male,Primary,Maximum Security,High,Medium,1,0,0,121,0,Low
39,Female,Preparatory,Maximum Security,High,High,4,0,0,92,14,Medium
44,Male,Bachelor's,Remand,Low,Medium,2,0,0,25,10,Low
47,Male,Primary,Maximum Security,High,High,6,1,0,9,13,Medium
47,Male,Secondary,Remand,High,High,11,3,3,350,39,High
19,Male,Secondary,Juvenile,Medium,Medium,7,2,1,295,28,Medium
38,Male,Secondary,Maximum Security,High,Medium,6,2,1,310,13,Medium
29,Male,Primary,Juvenile,Medium,High,7,1,1,211,33,Medium
28,Male,Preparatory,Remand,High,High,8,3,0,282,24,High
26,Female,Secondary,Remand,High,High,14,1,3,260,32,High
39,Female,Primary,Juvenile,Medium,Low,5,0,0,295,17,Low
22,Male,Primary,Maximum Security,High,High,15,2,4,307,38,High
42,Male,Preparatory,Maximum Security,High,High,7,1,0,284,6,Medium
44,Female,Preparatory,Women's,High,High,4,1,0,90,16,Medium
53,Male,Primary,Maximum Security,High,Medium,8,2,2,48,26,High
64,Male,Preparatory,Maximum Security,High,High,6,0,1,104,19,Medium
57,Male,Secondary,Remand,Medium,Medium,3,0,0,248,9,Low
42,Female,Literate,Women's,Medium,Medium,4,1,0,127,11,Medium
45,Female,Preparatory,Women's,Medium,High,5,0,1,306,19,Medium
29,Male,Secondary,Minimum Security,Low,Low,2,0,0,197,12,Low
51,Female,Secondary,Maximum Security,High,High,8,1,0,176,32,Medium
63,Female,Literate,Maximum Security,High,High,5,0,1,24,17,High
22,Male,Bachelor's,Maximum Security,High,High,18,6,3,100,54,High
47,Female,Secondary,Minimum Security,Low,Low,3,0,0,262,1,Low
32,Female,Illiterate,Women's,Medium,High,1,0,0,269,5,Low
46,Male,Primary,Remand,Medium,Medium,7,2,0,191,21,Medium
57,Male,Bachelor's,Remand,High,High,8,0,2,251,22,Medium
35,Male,Literate,Minimum Security,Low,Low,2,0,0,99,12,Low
19,Male,Preparatory,Juvenile,Medium,Medium,2,0,0,174,8,Low
44,Female,Literate,Maximum Security,High,High,7,2,1,283,20,High
32,Male,Postgraduate education,Maximum Security,High,High,6,1,1,142,16,Medium
48,Male,Primary,Maximum Security,High,High,11,2,1,358,28,High
59,Female,Primary,Women's,High,High,8,1,1,153,16,High
