Age,Gender,Sentence Type,education_level,Sentence_duration_months,Incident_count,violent_incidents_count,escape_incidents_count,Recidivism_score
53,Male,Burglary,Illiterate,48,7,1,1,47.6
19,Female,Assault,Bachelor's,113,12,0,0,49.2
56,Male,Theft,Primary,28,15,3,2,52.1
39,Female,Robbery,Bachelor's,72,7,1,1,43.8
20,Male,Murder,Primary,185,2,0,0,58.2
30,Male,Burglary,Bachelor's,48,17,7,5,99.6
31,Male,Cybercrime,Secondary,7,15,1,2,52.2
51,Male,Murder,Secondary,388,9,3,2,76.4
19,Male,Robbery,Literate,139,7,1,1,60.1
53,Male,Vandalism,Primary,11,9,2,2,46.2
28,Male,Arson,Primary,73,5,0,1,47.0
30,Female,Cybercrime,Preparatory,60,11,1,0,43.4
50,Male,Fraud,Bachelor's,76,8,0,1,26.8
24,Male,Robbery,Primary,62,2,0,0,44.8
63,Male,Drug Offense,Secondary,53,7,1,0,33.3
46,Male,Burglary,Bachelor's,26,11,1,1,42.2
41,Male,Weapons Offense,Secondary,56,8,2,1,44.3
22,Male,Murder,Illiterate,421,10,4,0,94.9
58,Male,Cybercrime,Primary,42,11,4,1,53.5
49,Male,Sexual Offense,Illiterate,131,12,0,3,72.2
29,Male,Theft,Secondary,31,7,1,0,23.6
60,Male,Burglary,Secondary,53,7,1,1,33.6
62,Male,Assault,Preparatory,116,6,1,0,38.3
48,Male,Drug Offense,Postgraduate education,67,12,1,3,51.8
19,Male,Fraud,Illiterate,26,10,0,2,61.4
19,Male,Assault,Literate,27,12,4,2,88.5
42,Male,Weapons Offense,Secondary,84,9,1,1,53.1
61,Male,Robbery,Bachelor's,67,9,0,2,39.8
53,Male,Drug Offense,Preparatory,38,6,2,1,46.2
43,Male,Theft,Preparatory,24,9,1,0,27.6
63,Female,Vandalism,Preparatory,13,10,0,1,37.5
50,Male,Weapons Offense,Secondary,58,9,0,2,50.9
63,Male,Fraud,Illiterate,49,14,3,1,62.4
29,Male,Murder,Illiterate,454,10,4,1,97.7
45,Male,Theft,Postgraduate education,36,10,1,1,41.7
21,Male,Assault,Bachelor's,62,5,1,0,41.6
38,Male,Theft,Preparatory,23,12,5,1,55.8
58,Male,Cybercrime,Bachelor's,22,12,0,0,19.0
25,Female,Burglary,Primary,66,8,0,0,43.7
42,Male,Murder,Primary,220,10,2,1,71.7
22,Male,Drug Offense,Preparatory,95,11,0,1,56.2
21,Male,Murder,Primary,216,6,0,0,58.6
60,Male,Sexual Offense,Bachelor's,205,13,3,0,55.4
59,Male,Theft,Primary,48,11,3,2,48.5
38,Male,Assault,Preparatory,86,6,2,1,48.2
27,Male,Burglary,Secondary,16,11,0,1,47.1
20,Female,Murder,Bachelor's,319,13,5,3,96.7
18,Male,Assault,Primary,90,14,6,0,83.2
49,Female,Cybercrime,Bachelor's,11,7,2,0,25.1
62,Female,Theft,Secondary,33,5,0,1,19.2
36,Male,Weapons Offense,Secondary,84,10,4,0,53.8
57,Male,Theft,Preparatory,18,10,3,1,46.7
48,Male,Theft,Illiterate,24,8,1,2,60.5
46,Male,Weapons Offense,Secondary,30,11,0,1,52.0
62,Male,Burglary,Bachelor's,64,10,1,3,54.2
56,Male,Cybercrime,Secondary,57,10,4,3,52.3
50,Male,Burglary,Secondary,18,5,1,0,23.0
51,Male,Fraud,Secondary,61,11,3,2,49.8
31,Male,Weapons Offense,Preparatory,60,12,3,2,72.5
29,Male,Burglary,Primary,15,4,1,0,40.9
55,Male,Cybercrime,Secondary,15,8,0,1,33.5
42,Male,Murder,Literate,293,10,4,0,71.9
37,Male,Murder,Illiterate,237,11,0,2,84.6
19,Male,Public Order,Primary,17,15,6,5,97.3
57,Male,Theft,Primary,32,15,0,5,66.9
49,Male,Burglary,Preparatory,43,15,6,3,84.2
38,Male,Assault,Secondary,27,11,2,0,49.4
49,Male,Robbery,Secondary,94,4,0,0,38.7
25,Male,Theft,Preparatory,29,6,0,1,33.0
40,Male,Theft,Preparatory,33,12,2,1,47.9
26,Male,Theft,Bachelor's,46,10,2,3,52.9
36,Male,Theft,Illiterate,31,12,4,3,71.1
43,Male,Assault,Preparatory,74,11,4,2,73.7
47,Male,Theft,Primary,17,11,3,3,62.4
36,Male,Assault,Bachelor's,118,4,0,0,37.5
42,Male,Burglary,Secondary,48,13,4,4,69.7
42,Male,Burglary,Secondary,39,9,3,2,57.9
25,Male,Public Order,Bachelor's,12,10,0,1,29.6
57,Male,Arson,Preparatory,118,9,3,0,46.3
34,Male,Drug Offense,Bachelor's,15,7,2,1,43.3
43,Male,Weapons Offense,Secondary,68,10,3,3,62.7
23,Male,Drug Offense,Secondary,27,11,4,0,59.0
23,Male,Fraud,Primary,34,9,3,0,56.4
57,Male,Assault,Secondary,104,18,7,1,74.8
30,Male,Burglary,Secondary,61,11,4,1,55.0
63,Male,Assault,Bachelor's,52,10,1,1,41.9
30,Male,Murder,Secondary,207,10,1,3,83.6
27,Male,Assault,Preparatory,108,11,0,3,76.7
28,Male,Fraud,Bachelor's,25,4,1,0,22.1
34,Female,Burglary,Secondary,14,7,1,0,34.5
30,Male,Drug Offense,Preparatory,52,9,2,2,59.3
23,Male,Theft,Illiterate,7,8,3,1,58.7
22,Male,Theft,Preparatory,34,5,1,1,46.3
32,Female,Murder,Literate,300,9,3,0,80.3
47,Female,Drug Offense,Primary,71,12,4,2,67.8
44,Male,Robbery,Preparatory,72,12,3,3,69.6
55,Female,Arson,Secondary,100,5,0,1,39.9
37,Male,Assault,Illiterate,31,8,2,2,77.5
40,Male,Theft,Primary,45,6,2,0,32.2
48,Male,Fraud,Preparatory,24,11,4,3,69.2
57,Male,Arson,Preparatory,81,6,2,1,50.9
30,Male,Burglary,Primary,19,8,2,0,44.9
20,Male,Vandalism,Bachelor's,31,9,1,2,51.1
43,Male,Burglary,Illiterate,40,4,0,0,37.7
47,Male,Fraud,Primary,64,8,0,0,33.3
34,Male,Weapons Offense,Illiterate,85,14,6,2,96.7
41,Male,Vandalism,Preparatory,3,16,0,4,67.2
29,Male,Theft,Secondary,46,13,2,3,64.0
30,Male,Weapons Offense,Illiterate,24,5,1,1,57.4
57,Male,Public Order,Primary,10,7,2,1,38.0
65,Male,Cybercrime,Illiterate,24,11,0,3,54.1
48,Male,Murder,Illiterate,230,7,1,1,66.7
26,Male,Assault,Postgraduate education,82,15,2,1,64.6
20,Male,Theft,Postgraduate education,10,12,5,3,64.6
43,Male,Fraud,Illiterate,13,11,3,1,56.2
51,Male,Theft,Primary,46,8,0,1,35.0
58,Male,Vandalism,Postgraduate education,4,13,0,4,41.7
20,Male,Robbery,Bachelor's,101,14,3,3,74.5
52,Male,Vandalism,Bachelor's,21,7,1,1,29.7
23,Male,Fraud,Bachelor's,51,6,0,1,31.0
24,Male,Robbery,Preparatory,85,7,0,1,52.6
57,Male,Fraud,Secondary,43,9,1,0,31.0
28,Male,Theft,Secondary,39,9,2,2,47.8
38,Male,Sexual Offense,Bachelor's,184,10,3,3,79.8
30,Male,Burglary,Primary,20,12,0,3,65.3
62,Male,Drug Offense,Illiterate,83,13,1,3,75.4
43,Male,Murder,Secondary,271,10,1,0,62.1
47,Male,Drug Offense,Secondary,58,7,0,1,38.5
44,Male,Sexual Offense,Secondary,212,8,0,0,49.6
62,Male,Drug Offense,Secondary,90,9,3,0,47.3
41,Male,Assault,Illiterate,90,8,1,0,53.2
38,Male,Drug Offense,Postgraduate education,67,9,3,1,48.2
40,Male,Weapons Offense,Bachelor's,51,15,3,4,73.0
62,Male,Robbery,Preparatory,140,12,3,2,67.8
42,Male,Public Order,Bachelor's,17,9,1,2,34.2
19,Male,Robbery,Literate,47,8,3,2,76.5
50,Male,Weapons Offense,Secondary,72,9,3,1,47.2
37,Male,Theft,Literate,6,9,3,1,49.8
41,Male,Robbery,Bachelor's,77,6,0,1,35.2
58,Male,Murder,Illiterate,452,10,4,1,88.3
32,Male,Fraud,Literate,69,11,1,0,50.3
33,Female,Drug Offense,Preparatory,68,6,0,1,48.1
43,Female,Theft,Secondary,32,5,0,0,22.8
20,Male,Fraud,Illiterate,22,13,2,0,60.9
60,Male,Drug Offense,Literate,63,15,2,1,58.5
24,Male,Public Order,Preparatory,2,7,1,0,33.4
56,Male,Weapons Offense,Secondary,72,7,2,1,45.0
59,Male,Burglary,Primary,20,4,1,0,33.6
65,Male,Assault,Bachelor's,75,11,3,0,46.2
62,Male,Burglary,Bachelor's,15,9,0,2,41.5
23,Male,Public Order,Preparatory,4,11,3,3,63.3
22,Male,Burglary,Bachelor's,21,6,0,1,41.4
47,Male,Theft,Primary,7,10,0,2,47.3
49,Male,Drug Offense,Illiterate,88,8,2,0,52.8
32,Female,Murder,Secondary,304,11,2,2,85.9
32,Female,Weapons Offense,Illiterate,66,11,2,0,69.1
52,Male,Robbery,Preparatory,59,15,2,4,80.3
33,Male,Fraud,Secondary,66,5,0,0,33.2
26,Male,Murder,Secondary,397,9,0,0,56.0
42,Male,Drug Offense,Bachelor's,69,12,5,0,57.3
35,Male,Fraud,Primary,76,11,3,0,50.8
58,Male,Burglary,Preparatory,13,10,2,2,44.1
18,Male,Burglary,Preparatory,52,10,3,0,55.0
61,Male,Fraud,Secondary,37,11,1,0,36.2
22,Male,Assault,Primary,55,10,0,1,58.4
42,Male,Burglary,Primary,47,7,1,0,37.9
23,Male,Burglary,Postgraduate education,29,14,2,2,60.0
60,Male,Murder,Preparatory,221,9,0,1,54.2
62,Male,Cybercrime,Literate,55,12,4,3,68.2
51,Male,Murder,Preparatory,358,4,1,0,61.1
19,Female,Arson,Preparatory,45,15,2,1,58.6
32,Male,Cybercrime,Secondary,34,10,2,0,38.6
63,Male,Theft,Illiterate,18,14,1,2,59.1
24,Male,Weapons Offense,Primary,53,17,0,2,72.6
56,Male,Theft,Secondary,17,11,4,0,41.5
32,Male,Robbery,Primary,60,7,2,0,49.6
62,Male,Drug Offense,Preparatory,90,9,0,0,47.2
18,Male,Public Order,Illiterate,10,14,6,4,89.1
59,Male,Drug Offense,Secondary,50,10,4,0,51.6
39,Male,Vandalism,Primary,6,7,0,1,31.1
21,Male,Weapons Offense,Bachelor's,32,9,0,2,47.3
59,Female,Burglary,Preparatory,59,13,5,2,56.5
20,Male,Vandalism,Preparatory,28,7,0,1,44.2
22,Male,Drug Offense,Preparatory,51,12,0,3,75.1
48,Male,Fraud,Literate,50,6,1,0,32.0
20,Female,Assault,Bachelor's,80,10,3,0,58.3
49,Male,Arson,Primary,117,13,1,4,79.9
30,Male,Fraud,Secondary,74,12,0,3,61.2
63,Male,Assault,Bachelor's,62,10,0,1,37.9
59,Female,Theft,Bachelor's,4,12,2,3,43.3
64,Male,Drug Offense,Bachelor's,25,14,0,4,57.1
43,Female,Drug Offense,Literate,37,12,5,0,61.8
64,Male,Weapons Offense,Secondary,71,13,1,1,52.2
33,Female,Robbery,Secondary,39,12,4,1,61.1
39,Male,Assault,Postgraduate education,52,9,1,2,54.2
40,Male,Burglary,Preparatory,36,11,3,3,65.2
40,Female,Drug Offense,Bachelor's,81,11,4,3,70.7
18,Male,Drug Offense,Bachelor's,36,13,2,0,54.4
43,Male,Vandalism,Bachelor's,30,14,3,2,55.1
58,Female,Vandalism,Primary,3,10,0,3,45.8
19,Male,Murder,Secondary,181,11,4,1,84.4
20,Male,Vandalism,Secondary,13,9,1,1,46.1
43,Male,Fraud,Preparatory,65,11,1,0,44.9
47,Male,Theft,Illiterate,39,10,0,0,39.9
33,Female,Public Order,Bachelor's,11,13,0,0,36.0
34,Male,Vandalism,Secondary,18,8,1,2,42.8
55,Male,Burglary,Secondary,30,12,3,1,44.5
27,Male,Murder,Illiterate,477,8,0,1,80.8
63,Male,Cybercrime,Preparatory,25,10,4,0,37.7
45,Female,Theft,Preparatory,30,6,1,1,35.1
61,Male,Fraud,Bachelor's,26,12,2,3,49.4
43,Male,Burglary,Secondary,54,11,0,2,50.6
53,Male,Weapons Offense,Secondary,85,11,4,1,61.9
53,Male,Drug Offense,Literate,75,11,2,3,64.4
26,Male,Burglary,Secondary,20,4,0,0,29.5
51,Male,Cybercrime,Preparatory,49,8,2,1,35.9
61,Male,Cybercrime,Illiterate,18,12,3,0,45.0
60,Female,Theft,Postgraduate education,25,16,1,1,38.7
27,Male,Drug Offense,Secondary,85,6,2,1,48.0
62,Male,Drug Offense,Primary,65,10,1,0,43.8
54,Male,Theft,Preparatory,14,12,5,0,44.9
38,Male,Fraud,Secondary,68,16,6,4,80.1
60,Male,Robbery,Illiterate,91,10,0,0,47.3
22,Male,Burglary,Secondary,72,17,3,1,69.9
25,Male,Assault,Secondary,92,16,4,2,74.1
63,Male,Sexual Offense,Illiterate,143,9,0,1,60.3
43,Male,Fraud,Preparatory,46,14,5,4,81.2
26,Male,Burglary,Bachelor's,26,4,0,0,20.8
51,Female,Public Order,Primary,10,6,2,0,29.8
43,Male,Assault,Secondary,64,11,3,1,62.0
37,Male,Fraud,Secondary,20,9,2,0,31.6
61,Female,Theft,Secondary,21,6,0,0,16.6
57,Female,Drug Offense,Primary,93,13,0,1,47.1
22,Male,Burglary,Postgraduate education,28,11,4,3,71.4
39,Male,Drug Offense,Secondary,81,15,2,3,67.9
31,Male,Vandalism,Literate,36,11,2,2,63.9
25,Male,Vandalism,Secondary,22,14,4,1,54.0
55,Male,Fraud,Bachelor's,13,7,0,0,16.8
21,Female,Theft,Illiterate,27,11,2,3,80.0
50,Male,Fraud,Preparatory,49,5,1,0,29.0
65,Female,Theft,Bachelor's,21,7,2,1,31.1
20,Female,Theft,Secondary,48,9,2,0,37.5
36,Female,Fraud,Secondary,29,11,1,1,43.3
50,Female,Public Order,Secondary,5,12,5,0,41.8
57,Male,Theft,Preparatory,37,11,2,0,35.9
22,Male,Assault,Bachelor's,60,17,5,5,100.0
56,Male,Drug Offense,Preparatory,43,11,3,2,56.0
27,Male,Drug Offense,Preparatory,82,7,2,1,55.5
41,Male,Arson,Postgraduate education,62,15,3,1,54.7
49,Male,Murder,Primary,310,7,1,0,59.8
41,Male,Burglary,Postgraduate education,47,12,1,1,31.7
52,Male,Assault,Preparatory,56,8,3,2,54.9
42,Male,Arson,Preparatory,114,9,2,0,49.8
60,Male,Arson,Secondary,59,12,3,2,64.8
37,Male,Assault,Preparatory,84,11,1,0,47.7
26,Male,Drug Offense,Preparatory,92,8,1,1,49.7
22,Male,Robbery,Primary,60,11,3,0,65.9
45,Male,Assault,Literate,51,12,2,3,71.5
61,Male,Theft,Literate,21,8,1,0,32.9
63,Male,Weapons Offense,Preparatory,47,13,1,0,52.9
49,Male,Fraud,Secondary,61,10,2,1,47.9
56,Male,Assault,Bachelor's,64,10,3,2,56.8
22,Male,Robbery,Secondary,67,8,1,1,54.7
61,Male,Burglary,Secondary,67,7,2,0,23.1
31,Male,Vandalism,Preparatory,4,11,0,2,53.2
22,Male,Robbery,Literate,123,9,0,0,58.4
65,Male,Drug Offense,Preparatory,21,11,0,1,40.5
54,Male,Drug Offense,Primary,58,11,2,1,53.2
62,Male,Theft,Illiterate,42,19,3,3,76.9
47,Male,Robbery,Bachelor's,72,10,4,1,49.3
24,Male,Theft,Preparatory,4,9,2,1,49.6
38,Male,Burglary,Preparatory,50,9,0,2,39.9
32,Male,Theft,Preparatory,40,9,1,2,49.9
62,Male,Sexual Offense,Illiterate,212,10,4,1,81.6
29,Male,Assault,Primary,110,4,1,0,48.6
32,Male,Assault,Bachelor's,103,15,1,2,59.9
22,Male,Vandalism,Secondary,17,10,3,2,55.9
58,Male,Robbery,Secondary,57,9,0,2,50.5
46,Male,Drug Offense,Literate,13,8,3,1,59.2
40,Male,Robbery,Preparatory,43,8,3,0,52.2
63,Male,Weapons Offense,Bachelor's,95,13,5,3,75.1
51,Male,Burglary,Secondary,52,11,0,1,40.5
26,Male,Fraud,Literate,56,13,3,0,59.6
65,Male,Burglary,Bachelor's,66,13,1,1,40.8
34,Male,Murder,Preparatory,458,13,4,2,100.0
28,Male,Weapons Offense,Literate,95,11,2,2,77.3
53,Male,Arson,Secondary,67,6,2,0,39.7
25,Male,Murder,Secondary,413,6,2,0,59.0
29,Male,Public Order,Illiterate,16,11,3,2,68.3
65,Male,Weapons Offense,Postgraduate education,33,10,4,2,52.1
44,Male,Theft,Illiterate,16,12,0,3,62.9
28,Male,Theft,Postgraduate education,34,14,1,0,40.1
31,Male,Assault,Preparatory,110,10,1,1,61.0
28,Male,Assault,Postgraduate education,57,9,2,1,46.7
30,Male,Drug Offense,Preparatory,46,9,0,1,51.2
26,Male,Assault,Illiterate,27,14,3,3,86.9
62,Male,Vandalism,Secondary,3,8,1,2,33.7
64,Female,Drug Offense,Primary,66,12,3,2,66.6
37,Male,Fraud,Bachelor's,45,8,0,2,41.5
53,Male,Cybercrime,Preparatory,18,12,0,2,39.3
62,Male,Assault,Secondary,51,10,3,2,67.2
29,Male,Robbery,Preparatory,105,6,0,1,44.7
50,Male,Burglary,Literate,45,10,0,1,48.7
22,Male,Assault,Bachelor's,28,13,3,2,76.7
53,Male,Weapons Offense,Bachelor's,39,7,2,1,38.0
54,Male,Burglary,Primary,56,11,4,2,63.6
48,Male,Public Order,Secondary,8,13,3,3,57.5
31,Male,Arson,Primary,101,12,2,2,73.8
53,Male,Fraud,Secondary,81,6,2,0,26.6
44,Male,Cybercrime,Illiterate,38,17,2,4,80.4
61,Male,Theft,Primary,47,12,5,1,51.6
24,Male,Sexual Offense,Secondary,223,14,6,1,95.1
63,Male,Robbery,Primary,102,14,6,4,94.0
65,Male,Burglary,Primary,36,14,1,3,64.9
42,Male,Assault,Bachelor's,45,8,0,2,37.7
50,Male,Assault,Postgraduate education,110,15,1,1,52.2
58,Male,Assault,Preparatory,54,16,3,2,75.3
20,Male,Robbery,Primary,136,2,0,0,46.5
50,Male,Theft,Bachelor's,5,9,2,1,35.0
58,Male,Assault,Illiterate,30,11,3,2,68.1
64,Male,Cybercrime,Secondary,30,11,4,1,43.2
60,Male,Kidnapping,Illiterate,208,11,0,0,59.6
37,Male,Theft,Primary,40,6,1,1,42.2
23,Male,Drug Offense,Preparatory,95,15,2,3,85.4
58,Male,Assault,Literate,99,9,2,2,69.1
34,Male,Vandalism,Secondary,19,10,1,0,35.1
54,Female,Drug Offense,Bachelor's,52,9,2,0,37.9
61,Male,Assault,Secondary,88,10,4,0,48.5
21,Male,Theft,Secondary,8,9,0,2,41.2
38,Male,Drug Offense,Literate,94,8,1,0,48.6
52,Male,Weapons Offense,Illiterate,63,9,0,1,53.7
57,Male,Public Order,Secondary,10,15,1,2,42.3
65,Male,Kidnapping,Secondary,177,10,3,3,80.6
18,Male,Assault,Preparatory,84,14,4,2,80.0
27,Male,Burglary,Illiterate,38,7,2,1,65.9
62,Male,Robbery,Preparatory,60,11,2,0,48.3
29,Male,Vandalism,Primary,3,6,1,0,29.7
65,Male,Assault,Preparatory,78,25,7,8,100.0
50,Male,Robbery,Secondary,142,11,2,1,50.5
56,Male,Arson,Secondary,48,6,1,1,42.0
46,Male,Burglary,Bachelor's,39,11,4,1,54.0
26,Female,Murder,Primary,324,11,4,2,93.8
65,Male,Assault,Preparatory,58,9,2,1,45.3
44,Male,Assault,Literate,62,12,0,1,52.4
33,Male,Assault,Secondary,104,7,0,1,57.2
60,Male,Assault,Secondary,104,9,0,2,43.7
18,Female,Theft,Preparatory,48,9,1,2,54.9
37,Male,Drug Offense,Secondary,61,10,2,2,54.9
55,Male,Kidnapping,Primary,266,9,2,1,66.2
42,Male,Public Order,Literate,2,9,1,0,39.6
53,Female,Drug Offense,Preparatory,31,12,5,1,61.7
19,Male,Fraud,Literate,50,11,3,0,61.6
47,Male,Theft,Postgraduate education,36,14,1,1,43.6
51,Male,Vandalism,Bachelor's,18,9,2,1,30.3
47,Male,Weapons Offense,Secondary,64,11,0,2,47.9
59,Male,Fraud,Secondary,16,13,1,1,38.8
19,Male,Robbery,Preparatory,135,12,4,3,86.7
54,Male,Arson,Bachelor's,56,10,2,1,47.9
22,Male,Theft,Preparatory,31,6,2,0,46.1
37,Male,Theft,Secondary,15,12,4,1,53.5
18,Male,Theft,Primary,45,7,1,0,40.1
45,Male,Public Order,Literate,14,10,3,1,44.4
33,Female,Assault,Secondary,99,8,0,0,42.7
24,Female,Robbery,Bachelor's,132,12,2,0,51.7
64,Male,Assault,Preparatory,94,8,2,0,41.6
49,Male,Theft,Secondary,19,7,0,0,23.2
61,Male,Robbery,Preparatory,59,10,2,3,53.7
61,Male,Theft,Preparatory,34,6,1,1,34.0
21,Male,Drug Offense,Preparatory,83,6,1,0,47.3
45,Male,Assault,Bachelor's,76,4,1,0,33.0
35,Male,Theft,Bachelor's,6,9,2,0,22.4
34,Female,Drug Offense,Secondary,31,6,1,0,29.1
55,Male,Burglary,Bachelor's,61,12,3,0,38.7
27,Male,Theft,Secondary,13,12,3,0,56.4
56,Male,Vandalism,Illiterate,7,8,3,0,41.4
31,Male,Assault,Secondary,29,6,0,1,46.9
54,Male,Weapons Offense,Preparatory,78,9,1,2,49.6
42,Male,Theft,Preparatory,16,9,0,2,43.8
46,Male,Public Order,Postgraduate education,8,14,4,3,58.5
57,Male,Weapons Offense,Preparatory,34,9,2,1,49.4
37,Male,Murder,Secondary,406,5,0,1,63.8
61,Male,Theft,Bachelor's,3,7,1,0,28.0
53,Female,Burglary,Bachelor's,60,7,0,0,27.0
20,Female,Robbery,Postgraduate education,142,5,0,1,47.2
49,Female,Fraud,Illiterate,81,4,1,0,36.6
61,Male,Murder,Secondary,429,8,0,2,63.3
21,Male,Kidnapping,Literate,249,11,2,0,81.4
57,Male,Fraud,Primary,36,9,1,1,52.1
46,Male,Fraud,Secondary,67,13,0,2,53.3
64,Male,Vandalism,Illiterate,8,9,3,0,46.5
54,Female,Assault,Postgraduate education,59,10,2,1,45.6
63,Male,Theft,Preparatory,40,12,3,3,55.7
37,Female,Assault,Primary,45,11,0,3,64.4
47,Male,Vandalism,Illiterate,12,10,3,0,52.5
34,Male,Assault,Secondary,85,7,2,1,49.4
57,Male,Burglary,Preparatory,71,8,0,0,33.1
62,Male,Burglary,Literate,41,10,1,2,52.4
19,Female,Assault,Literate,64,10,2,1,74.5
21,Male,Public Order,Preparatory,7,7,2,1,41.2
61,Female,Fraud,Primary,32,13,1,2,55.1
36,Male,Public Order,Preparatory,9,8,1,2,36.5
39,Male,Sexual Offense,Secondary,176,11,4,1,65.7
39,Male,Drug Offense,Secondary,71,1,0,0,23.8
26,Male,Drug Offense,Preparatory,37,3,0,0,38.5
57,Male,Murder,Secondary,478,8,2,1,70.4
62,Male,Drug Offense,Illiterate,78,10,0,1,50.4
27,Female,Drug Offense,Primary,73,10,4,0,58.5
57,Female,Vandalism,Preparatory,27,15,0,2,45.5
52,Male,Drug Offense,Illiterate,65,9,2,0,51.5
19,Male,Weapons Offense,Preparatory,67,9,0,1,65.7
51,Female,Fraud,Illiterate,56,14,4,3,73.3
19,Male,Fraud,Secondary,81,11,3,2,62.3
61,Male,Public Order,Secondary,2,5,0,1,20.8
44,Male,Theft,Preparatory,46,10,0,0,33.6
48,Male,Vandalism,Secondary,15,10,2,1,45.3
45,Male,Assault,Primary,116,8,1,2,67.2
31,Male,Weapons Offense,Bachelor's,78,10,4,1,61.6
33,Male,Drug Offense,Primary,79,10,4,2,68.8
26,Male,Vandalism,Preparatory,10,9,3,1,44.9
18,Male,Drug Offense,Bachelor's,96,8,1,0,39.7
51,Male,Vandalism,Illiterate,9,5,0,0,30.3
42,Male,Theft,Secondary,42,9,0,2,42.2
25,Male,Theft,Secondary,4,3,0,0,19.0
35,Male,Burglary,Primary,33,11,0,2,58.8
48,Female,Theft,Secondary,24,11,4,1,59.2
50,Male,Theft,Bachelor's,14,9,2,2,33.0
18,Male,Sexual Offense,Bachelor's,189,9,1,0,55.9
18,Male,Theft,Secondary,36,5,1,0,25.0
55,Male,Public Order,Secondary,6,8,3,0,25.0
55,Male,Robbery,Primary,81,5,0,0,30.2
40,Male,Cybercrime,Primary,18,11,4,1,54.9
34,Male,Drug Offense,Primary,94,7,1,1,49.9
23,Female,Drug Offense,Primary,12,10,3,0,61.7
27,Male,Drug Offense,Bachelor's,43,12,3,3,71.2
62,Male,Fraud,Illiterate,29,13,5,3,72.2
26,Female,Cybercrime,Secondary,6,13,1,4,59.8
34,Male,Drug Offense,Preparatory,95,12,0,2,60.6
34,Male,Weapons Offense,Bachelor's,25,11,0,1,46.5
56,Male,Assault,Literate,27,7,0,0,47.2
65,Male,Drug Offense,Secondary,83,8,0,2,44.0
49,Male,Fraud,Preparatory,55,10,2,3,60.2
31,Female,Burglary,Secondary,24,6,1,1,45.8
64,Male,Drug Offense,Preparatory,50,13,3,0,52.1
32,Male,Vandalism,Secondary,35,7,1,0,34.6
61,Male,Burglary,Postgraduate education,67,8,1,0,23.6
23,Male,Burglary,Secondary,32,10,1,1,51.1
19,Male,Robbery,Primary,128,14,2,2,86.6
41,Male,Weapons Offense,Secondary,74,7,1,0,33.2
33,Male,Sexual Offense,Secondary,238,13,2,0,74.6
36,Female,Fraud,Bachelor's,42,6,1,1,34.8
44,Male,Burglary,Bachelor's,27,10,3,1,48.0
18,Male,Drug Offense,Literate,67,13,2,1,74.1
18,Male,Vandalism,Primary,11,12,4,3,73.3
43,Female,Drug Offense,Bachelor's,69,12,4,2,66.8
26,Male,Assault,Literate,101,16,0,2,75.4
37,Male,Theft,Secondary,24,8,2,0,33.3
23,Male,Theft,Secondary,39,11,1,0,39.2
33,Male,Vandalism,Primary,3,11,1,0,45.5
54,Male,Murder,Primary,419,5,0,1,73.7
53,Male,Fraud,Preparatory,57,12,5,0,40.5
56,Female,Weapons Offense,Secondary,80,11,1,3,61.7
22,Male,Cybercrime,Primary,43,15,0,5,87.5
27,Male,Robbery,Literate,57,11,0,0,51.2
24,Male,Robbery,Primary,52,6,1,1,54.8
23,Male,Cybercrime,Primary,8,10,4,2,57.2
21,Male,Robbery,Bachelor's,115,10,1,0,51.3
39,Male,Burglary,Secondary,50,10,0,2,41.4
30,Male,Murder,Bachelor's,431,3,0,0,54.1
59,Male,Burglary,Secondary,34,16,5,4,76.0
27,Male,Vandalism,Literate,25,7,1,0,39.6
43,Male,Theft,Postgraduate education,3,9,2,0,30.2
45,Male,Burglary,Secondary,19,11,2,2,52.3
35,Male,Assault,Primary,87,10,3,3,81.3
33,Male,Burglary,Primary,38,11,4,1,59.9
26,Female,Fraud,Illiterate,74,12,4,0,65.6
42,Male,Weapons Offense,Secondary,65,7,0,1,50.1
26,Male,Burglary,Preparatory,36,13,4,4,79.5
49,Female,Burglary,Secondary,26,11,1,0,41.0
55,Male,Theft,Illiterate,34,6,1,0,39.5
41,Male,Drug Offense,Primary,51,14,3,3,71.7
33,Male,Robbery,Literate,111,11,1,2,72.9
51,Male,Sexual Offense,Primary,190,8,2,2,68.2
33,Male,Burglary,Bachelor's,18,14,2,0,50.5
50,Female,Burglary,Postgraduate education,23,12,5,3,60.1
52,Female,Theft,Preparatory,43,12,5,1,48.4
52,Male,Vandalism,Preparatory,29,9,3,0,32.6
61,Male,Theft,Secondary,24,7,1,1,32.4
27,Male,Arson,Illiterate,72,6,2,1,56.8
59,Male,Robbery,Secondary,144,7,1,1,40.9
62,Male,Theft,Bachelor's,25,10,2,1,35.8
54,Male,Robbery,Bachelor's,141,9,2,2,56.6
20,Male,Vandalism,Bachelor's,36,9,0,0,35.0
47,Male,Drug Offense,Secondary,82,10,0,3,60.1
53,Male,Robbery,Secondary,121,10,2,2,52.4
41,Male,Theft,Secondary,7,11,0,0,34.0
44,Male,Sexual Offense,Bachelor's,237,9,0,2,63.9
22,Male,Drug Offense,Primary,61,10,4,3,81.4
27,Male,Drug Offense,Preparatory,35,8,3,2,62.9
45,Male,Fraud,Preparatory,74,10,2,3,57.7
60,Male,Vandalism,Bachelor's,24,12,1,2,39.4
